Időbélyeg;Pontszám;"1.	A modell és a modellezett rendszer viszonya:";"2.	Ha egy rendszernek az M1 modell jó modellje, de az M2 modell nem érvényes rá, akkor…";"3.	A fa tulajdonságú gráf…";"4.	Egy egyszerű állapotgép biztosan determinisztikus, ha…";"5.	Ha M1 állapotgép absztrahálja M2 állapotgépet, akkor…";"6.	Az S1 S2 és S3 állapotterek direkt szorzataként előálló S állapottérnek minden pillanatban…";"7.	Ha az egyik állapotrégió 5 állapotot és 15 átmenetet, a másik régió 4 állapotot és 8 átmenetet tartalmaz, akkor az aszinkron szorzatukként számolt állapotgép további finomítás híján…";"1.	Egy folyamat biztosan jól strukturált, ha…";"9.	Őrfeltételt írhatunk…"
5.18.2017 6:26:46;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;c) …107 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.18.2017 6:30:45;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;a) …teljesen specifikált., c) …egy állapotátmenete van., d) … egy állapota van (állapotmentes).;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre., d) …adatfolyamháló csatornáira.
5.18.2017 6:31:58;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre., d) …adatfolyamháló csatornáira.
5.18.2017 6:33:34;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.18.2017 6:39:11;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.18.2017 6:52:27;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;a) …M1 lehet M2 finomítása.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …típusgráf éleire., a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.18.2017 7:14:11;0;;;;;;;;;
5.18.2017 7:19:12;0;c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit., d) A modell a modellezett rendszer finomítása.;a) …M1 lehet M2 finomítása., b) …M1 mindenképpen M2 finomítása.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;b) …egy kezdőállapota van., d) … egy állapota van (állapotmentes).;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.18.2017 7:28:29;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.18.2017 7:33:06;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.18.2017 7:40:36;0;;a) …M1 lehet M2 finomítása.;c) …élcímkére szűrve is egy vagy több fa marad., d) …típusgráfja nem tartalmazhat hurokélet.;d) … egy állapota van (állapotmentes).;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;c) …107 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.18.2017 7:42:21;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;a) …M1 lehet M2 finomítása.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;b) …egy kezdőállapota van., c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.18.2017 7:45:05;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre., d) …adatfolyamháló csatornáira.
5.18.2017 7:46:35;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.18.2017 7:50:10;0;;;;;;;;;
5.18.2017 7:51:39;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.18.2017 8:02:37;0;;;;;;;;;
5.18.2017 8:08:32;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.18.2017 9:34:10;0;b) A modell mindig egy hipotetikus (pl. fejlesztés alatt álló) rendszert közelít, sosem a valóságot., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;;;;;;;;
5.18.2017 10:16:05;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;;;;;;;;
5.18.2017 16:07:26;0;;;;;;;;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire.
5.18.2017 22:03:56;0;;;;;;;;;
5.21.2017 17:56:00;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;b) …egy kezdőállapota van.;…M2 több információt tartalmaz, mint M1.;a) … legalább 3 eleme fennáll., b) …legfeljebb 3 eleme áll fenn.;d) … 120 átmenetet tartalmaz.;a) … determinisztikus.;a) …típusgráf éleire., a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre., d) …adatfolyamháló csatornáira.
5.21.2017 17:59:30;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;b) …egy kezdőállapota van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.21.2017 18:23:36;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.21.2017 19:38:59;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit.;c) …M1 lehet M2 absztrakciója.;d) …típusgráfja nem tartalmazhat hurokélet.;c) …egy állapotátmenete van.;a) …M1 több információt tartalmaz, mint M2., c) …M1 biztosan több állapotból áll, mint M2.;a) … legalább 3 eleme fennáll.;c) …107 átmenetet tartalmaz.;a) … determinisztikus.;a) …típusgráf éleire.
5.22.2017 9:43:22;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.22.2017 17:26:57;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.22.2017 17:29:00;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.22.2017 17:29:12;0;b) A modell mindig egy hipotetikus (pl. fejlesztés alatt álló) rendszert közelít, sosem a valóságot.;;;;;;;;
5.22.2017 18:09:08;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.22.2017 19:49:09;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …típusgráf éleire., a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre., d) …adatfolyamháló csatornáira.
