Időbélyeg;Pontszám;"1.	Az informatikai rendszer infrastruktúra terhelésének időbeli változása";"2.	A fájlszerver egyensúlyi helyzetében lévő teljesítménymodelljében";"3.	Kizárólagos erőforrás esetén";"1.	A folyamatban egy adott tevékenység vizitációs száma";"5.	A modell statikus vizsgálata";"6.	A tesztelés célja";"7.	Egyetlen folytonos numerikus változó ábrázolására célszerűen alkalmazható";"8.	Egy numerikus változó 55 adatpontból számított középértékei közül";"9.	Egy változó 95 adatpontból számított középértékei közül";"1.	A kódgenerátor"
5.18.2017 7:28:23;0;b) befolyással lehet a rendszer kihasználtságára., a) befolyással lehet a rendszer átbocsátási rátájára.;b) a Little-törvény mindig teljesül., c) az átbocsátóképesség mindig nagyobb vagy egyenlő, mint az érkezési ráta.;b) az átbocsátási ráta és az átlagos erőforrás-használati idő szorzata mindig 1.;c) egyensúlyi helyzetben megegyezik a tevékenység és az egész folyamat érkezési rátáinak hányadosával;b) ellenőrizhet szintaktikai szabályokat, a) kereshet hibamintákat a modellben;;a) a boxplot, c) a hisztogram;a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról, d) kategorikus változó esetén a módusz közvetlenül leolvasható az oszlopdiagramról;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 7:36:26;0;;;;;;;;;;
5.18.2017 7:42:35;0;;;;;;;;;;
5.18.2017 7:46:52;0;;;;;;;;;;
5.18.2017 7:47:14;0;b) befolyással lehet a rendszer kihasználtságára., a) befolyással lehet a rendszer átbocsátási rátájára.;b) a Little-törvény mindig teljesül., c) az átbocsátóképesség mindig nagyobb vagy egyenlő, mint az érkezési ráta.;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1., b) az átbocsátási ráta és az átlagos erőforrás-használati idő szorzata mindig 1.;c) egyensúlyi helyzetben megegyezik a tevékenység és az egész folyamat érkezési rátáinak hányadosával;a) alkalmazható viselkedésmodellek esetén, b) ellenőrizhet szintaktikai szabályokat;;a) a boxplot, c) a hisztogram;a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról, d) kategorikus változó esetén a módusz közvetlenül leolvasható az oszlopdiagramról;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 7:48:00;0;b) befolyással lehet a rendszer kihasználtságára., a) befolyással lehet a rendszer átbocsátási rátájára.;b) a Little-törvény mindig teljesül.;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1.;a) a Little-tövény értelmében arányos a tevékenység átbocsátási rátájának és az átlagos végrehajtási idejének szorzatával;a) alkalmazható viselkedésmodellek esetén, b) ellenőrizhet szintaktikai szabályokat, a) kereshet hibamintákat a modellben;;a) a boxplot, c) a hisztogram;a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról, d) kategorikus változó esetén a módusz közvetlenül leolvasható az oszlopdiagramról;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 7:49:16;0;b) befolyással lehet a rendszer kihasználtságára., a) befolyással lehet a rendszer átbocsátási rátájára.;b) a Little-törvény mindig teljesül., c) az átbocsátóképesség mindig nagyobb vagy egyenlő, mint az érkezési ráta.;b) az átbocsátási ráta és az átlagos erőforrás-használati idő szorzata mindig 1.;c) egyensúlyi helyzetben megegyezik a tevékenység és az egész folyamat érkezési rátáinak hányadosával;a) alkalmazható viselkedésmodellek esetén, b) ellenőrizhet szintaktikai szabályokat, a) kereshet hibamintákat a modellben;;a) a boxplot, c) a hisztogram;a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról, d) kategorikus változó esetén a módusz közvetlenül leolvasható az oszlopdiagramról;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 7:49:29;0;a) befolyással lehet a rendszer átbocsátási rátájára., d) befolyással lehet a rendszer átbocsátóképességére.;b) a Little-törvény mindig teljesül., c) az átbocsátóképesség mindig nagyobb vagy egyenlő, mint az érkezési ráta.;b) az átbocsátási ráta és az átlagos erőforrás-használati idő szorzata mindig 1.;c) egyensúlyi helyzetben megegyezik a tevékenység és az egész folyamat érkezési rátáinak hányadosával;a) alkalmazható viselkedésmodellek esetén, b) ellenőrizhet szintaktikai szabályokat, a) kereshet hibamintákat a modellben;;a) a boxplot, c) a hisztogram;a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról, d) kategorikus változó esetén a módusz közvetlenül leolvasható az oszlopdiagramról;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 7:52:30;0;;;;;;;;;;
5.18.2017 7:53:43;0;b) befolyással lehet a rendszer kihasználtságára., a) befolyással lehet a rendszer átbocsátási rátájára.;b) a Little-törvény mindig teljesül., c) az átbocsátóképesség mindig nagyobb vagy egyenlő, mint az érkezési ráta.;b) az átbocsátási ráta és az átlagos erőforrás-használati idő szorzata mindig 1.;c) egyensúlyi helyzetben megegyezik a tevékenység és az egész folyamat érkezési rátáinak hányadosával;a) alkalmazható viselkedésmodellek esetén, b) ellenőrizhet szintaktikai szabályokat, a) kereshet hibamintákat a modellben;;a) a boxplot, c) a hisztogram;a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 7:54:48;0;b) befolyással lehet a rendszer kihasználtságára., a) befolyással lehet a rendszer átbocsátási rátájára.;b) a Little-törvény mindig teljesül., c) az átbocsátóképesség mindig nagyobb vagy egyenlő, mint az érkezési ráta.;b) az átbocsátási ráta és az átlagos erőforrás-használati idő szorzata mindig 1.;c) egyensúlyi helyzetben megegyezik a tevékenység és az egész folyamat érkezési rátáinak hányadosával;a) alkalmazható viselkedésmodellek esetén, b) ellenőrizhet szintaktikai szabályokat;a) szintaktikai szabályok ellenőrzése;c) a hisztogram;a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról, d) kategorikus változó esetén a módusz közvetlenül leolvasható az oszlopdiagramról;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 7:57:01;0;b) befolyással lehet a rendszer kihasználtságára., a) befolyással lehet a rendszer átbocsátási rátájára.;b) a Little-törvény mindig teljesül., c) az átbocsátóképesség mindig nagyobb vagy egyenlő, mint az érkezési ráta.;b) az átbocsátási ráta és az átlagos erőforrás-használati idő szorzata mindig 1., a) az adott pillanatban az erőforrást használó folyamatpéldányok száma mindig pontosan 1.;c) egyensúlyi helyzetben megegyezik a tevékenység és az egész folyamat érkezési rátáinak hányadosával;a) alkalmazható viselkedésmodellek esetén, b) ellenőrizhet szintaktikai szabályokat, a) kereshet hibamintákat a modellben;;a) a boxplot, c) a hisztogram;a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról, d) kategorikus változó esetén a módusz közvetlenül leolvasható az oszlopdiagramról;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 8:08:45;0;a) a Zipf-törvénnyel modellezhető jól., b) befolyással lehet a rendszer kihasználtságára., a) befolyással lehet a rendszer átbocsátási rátájára.;b) a Little-törvény mindig teljesül., c) az átbocsátóképesség mindig nagyobb vagy egyenlő, mint az érkezési ráta.;b) az átbocsátási ráta és az átlagos erőforrás-használati idő szorzata mindig 1., d) az erőforrás kihasználtsága mindig 1.;c) egyensúlyi helyzetben megegyezik a tevékenység és az egész folyamat érkezési rátáinak hányadosával;a) alkalmazható viselkedésmodellek esetén, b) ellenőrizhet szintaktikai szabályokat, a) kereshet hibamintákat a modellben;b) meggyőződni a tesztorákulum működésének helyességéről, d) a fedettségi értékek kiszámítása;a) a boxplot, d) a scatterplot (pontfelhő / pont-pont diagram);a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról, c) diszkrét numerikus változó esetén az átlag mindig kiszámítható a hisztogram alapján, d) kategorikus változó esetén a módusz közvetlenül leolvasható az oszlopdiagramról;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 8:09:13;0;a) befolyással lehet a rendszer átbocsátási rátájára.;;;;;;;;;
5.18.2017 8:09:22;0;a) a Zipf-törvénnyel modellezhető jól., b) befolyással lehet a rendszer kihasználtságára., a) befolyással lehet a rendszer átbocsátási rátájára.;b) a Little-törvény mindig teljesül.;;a) a Little-tövény értelmében arányos a tevékenység átbocsátási rátájának és az átlagos végrehajtási idejének szorzatával;a) alkalmazható viselkedésmodellek esetén, b) ellenőrizhet szintaktikai szabályokat, a) kereshet hibamintákat a modellben;;b) az oszlopdiagram, c) a hisztogram;b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték, d) lehet egyszerre több medián érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról, c) diszkrét numerikus változó esetén az átlag mindig kiszámítható a hisztogram alapján;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 8:10:16;0;b) befolyással lehet a rendszer kihasználtságára., a) befolyással lehet a rendszer átbocsátási rátájára.;b) a Little-törvény mindig teljesül., c) az átbocsátóképesség mindig nagyobb vagy egyenlő, mint az érkezési ráta.;b) az átbocsátási ráta és az átlagos erőforrás-használati idő szorzata mindig 1.;c) egyensúlyi helyzetben megegyezik a tevékenység és az egész folyamat érkezési rátáinak hányadosával;a) alkalmazható viselkedésmodellek esetén, b) ellenőrizhet szintaktikai szabályokat, a) kereshet hibamintákat a modellben;d) a fedettségi értékek kiszámítása;a) a boxplot, c) a hisztogram;a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról, d) kategorikus változó esetén a módusz közvetlenül leolvasható az oszlopdiagramról;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 8:10:22;0;a) befolyással lehet a rendszer átbocsátási rátájára., d) befolyással lehet a rendszer átbocsátóképességére.;b) a Little-törvény mindig teljesül.;a) az adott pillanatban az erőforrást használó folyamatpéldányok száma mindig pontosan 1.;c) egyensúlyi helyzetben megegyezik a tevékenység és az egész folyamat érkezési rátáinak hányadosával;a) alkalmazható viselkedésmodellek esetén, b) ellenőrizhet szintaktikai szabályokat, a) kereshet hibamintákat a modellben;;a) a boxplot, b) az oszlopdiagram, c) a hisztogram;a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról, d) kategorikus változó esetén a módusz közvetlenül leolvasható az oszlopdiagramról;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 8:13:23;0;a) a Zipf-törvénnyel modellezhető jól., b) befolyással lehet a rendszer kihasználtságára.;b) a Little-törvény mindig teljesül., c) az átbocsátóképesség mindig nagyobb vagy egyenlő, mint az érkezési ráta.;;;b) ellenőrizhet szintaktikai szabályokat;;a) a boxplot, b) az oszlopdiagram;b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról, c) diszkrét numerikus változó esetén az átlag mindig kiszámítható a hisztogram alapján;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
